job_title,job_url,salary,company_name,company_sector,company_logo_url,location,contract_type,remote,publication_date
SENIOR DIRECTOR DATA ENGINEERING,https://www.welcometothejungle.com/fr/companies/publicis-sapient/jobs/senior-director-data-engineering_paris_PS_plXzAYR?q=b05a07b77549f6ba30e4434cb68db4dc&o=a6eec29e-9af9-4fae-b628-28ad1e8caedc,Salaire : Non spécifié,Publicis Sapient,IT / Digital,https://cdn-images.welcometothejungle.com/X_SyrijRN_jWal88xuLoC5E1k79g27-SJYFvGKGS7DQ/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby83ODA2LzE2MzExMC81OGJkM2MxMC03MTljLTQ1NGQtOTFhZS0xN2VhODg1OTRjYTIucG5n,Paris,CDI,Télétravail non autorisé,2024-06-21T23:24:17Z
Senior Analytics Engineer (x/f/m),https://www.welcometothejungle.com/fr/companies/doctolib/jobs/analytics-engineer-x-f-m_levallois-perret_DOCTO_WAeDZWl?q=b05a07b77549f6ba30e4434cb68db4dc&o=381fe9cd-122c-4418-b61c-2c0fd5263c96,Salaire : Non spécifié,Doctolib,"Application mobile, Logiciels, SaaS / Cloud Services, Santé",https://cdn-images.welcometothejungle.com/rGI3kJ414-wKPfHF2PhyB4cYUqfu2SxNgZTB5eKngks/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8yNDQ1LzE0NDQ5Mi8yOTAzY2RiYi0zYjFlLTQzMWQtYTgyNS1jZGUyZDBkZTRiYjkucG5n,Paris,CDI,Télétravail occasionnel,2024-06-16T01:35:10Z
Ingénieur / Ingénieure Bases de Données senior-Montpellier,https://www.welcometothejungle.com/fr/companies/capgemini/jobs/ingenieur-ingenieure-bases-de-donnees-senior-montpellier_montpellier_CAPGE_xmzpRWr?q=b05a07b77549f6ba30e4434cb68db4dc&o=0cd81cb7-7e22-4304-b025-c038879f43ae,Salaire : Non spécifié,Capgemini,"IT / Digital, Organisation / Management, Stratégie, Transformation",https://cdn-images.welcometothejungle.com/Bl8YhKGqcMqUgZ_DoS0bnjS76wyFf0fMUOBuccQMbPc/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby81NTEwLzE0OTQzMy83NzAwYTA1NC1kMmUxLTRkZTYtYTE5NC05OTkxZmY3OTYxNzcuanBn,Montpellier,CDI,Télétravail non autorisé,2024-07-01T13:20:07Z
SENIOR DIRECTOR DATA ENGINEERING,https://www.welcometothejungle.com/fr/companies/publicis-france-1/jobs/senior-director-data-engineering_paris_PF_976YyYm?q=b05a07b77549f6ba30e4434cb68db4dc&o=64d0527a-4ba8-43e0-9a90-93381eafa021,Salaire : Non spécifié,Publicis France,"Marketing / Communication, Publicité, Digital, Relations publiques, AdTech  / MarTech, Evénementiel, Design",https://cdn-images.welcometothejungle.com/vRb_AI9u06mkYOo3Psj6JDFip0cRymrFdVcCcU0o0U4/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85MDgwLzE2NzAyNC82YjBkZDYzYy04MGNkLTQ4MTQtODdmNC05NTM1NjY0OTU4NTAucG5n,Paris,CDI,Télétravail non autorisé,2024-06-21T23:49:11Z
Senior Computer Vision and Machine Learning Engineer,https://www.welcometothejungle.com/fr/companies/monk-ai/jobs/senior-machine-learning-engineer-with-computer-vision-engineer_paris?q=b05a07b77549f6ba30e4434cb68db4dc&o=a9ad7eb7-cd9e-4a40-8640-57fddee23c7f,Salaire : Non spécifié,Monk AI,"Logiciels, Intelligence artificielle / Machine Learning, SaaS / Cloud Services",https://cdn-images.welcometothejungle.com/B0ZARJUqQsjIs7iOSNpDhGaED_UTdqs0ZhLJeLGM6XY/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby83NDMzLzE2ODEyMi9lNzczMGFlMi02NWYyLTRmNTktOTUzZC0xODBkMDJjMzdjZGIucG5n,Paris,CDI,Télétravail fréquent,2024-06-10T14:41:07Z
Consultant·e Data Governance - Confirmé·e / Senior,https://www.welcometothejungle.com/fr/companies/saegus/jobs/consultant-e-data-governance-confirme-e-senior_paris?q=b05a07b77549f6ba30e4434cb68db4dc&o=18d3788f-7be0-42f4-afcc-6e2682c38c14,Salaire : 45 à 62 €,Saegus,"IT / Digital, Stratégie",https://cdn-images.welcometothejungle.com/eVWDXCxaqUEBTR9ivnsGzYsaIUN6f8zMhIjQwBHwehU/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby81Nzc5LzE1NzYwNy9kN2MxMjE4My1lMjkwLTQ1MzAtYjA1Mi0yMDIwNDg5NTRkNmMucG5n,Paris,CDI,Télétravail occasionnel,2024-06-05T10:06:39Z
Senior BI Engineer (Tableau Software) - BCP (f/m/d),https://www.welcometothejungle.com/fr/companies/decathlon-digital/jobs/senior-bi-engineer-tableau-software-bcp-f-m-d_paris?q=b05a07b77549f6ba30e4434cb68db4dc&o=bd9f69cd-1ca7-46f4-ac73-87cd5587f15e,Salaire : Non spécifié,Decathlon Digital,"Application mobile, Logiciels, Cybersécurité, Sport, E-commerce, Grande distribution",https://cdn-images.welcometothejungle.com/c6x3vd7MdE-ZqfTX4zodKASEZy0OuIs9BGVEejCFpwI/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85MzQ4LzE2MzQ2NS80NWIzYjE3OC03ZjAxLTRlMmEtOTRiYi1kMjM4NjQxYmQxZmIucG5n,Paris,CDI,Télétravail fréquent,2024-05-12T23:42:14Z
Senior NLP Engineer,https://www.welcometothejungle.com/fr/companies/arkhn/jobs/senior-nlp-engineer_paris?q=b05a07b77549f6ba30e4434cb68db4dc&o=e4e63003-6825-44a2-befb-768644ecf112,Salaire : Non spécifié,Arkhn,"Intelligence artificielle / Machine Learning, Big Data, Santé",https://cdn-images.welcometothejungle.com/Psk3EOl2mqyYVUN7SiEn-xXgjixKTsDRmFtg4CEECSc/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8yMjYyLzE2MTE5NS9mNjgzMGI5Yy1mNTI2LTRlMTgtOWQ5Ny1jNjA1YzI5YWRjNjYucG5n,Paris,CDI,Télétravail non autorisé,2024-05-14T07:00:19Z
AI Engineer for 3D Animation (Junior/Senior),https://www.welcometothejungle.com/fr/companies/kinetix-tech/jobs/ai-engineer-for-3d-animation_paris?q=b05a07b77549f6ba30e4434cb68db4dc&o=ac830659-6ecf-4405-9ad5-ee06ff383bbe,Salaire : Non spécifié,Kinetix,Intelligence artificielle / Machine Learning,https://cdn-images.welcometothejungle.com/ZMv1wi3XMTtMOghguER9AAjz9jWPebszf1cgD4ARg3s/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby80ODYzLzE1OTE3MS9lOWM0NjM0My04YzNhLTQyMDItYThmOS1lNTBiMDU3ZGNhNzYucG5n,Paris,CDI,Télétravail total,2024-05-27T16:17:02Z
Senior BI Engineer (Tableau Software) - BCP (f/m/d),https://www.welcometothejungle.com/fr/companies/decathlon-digital/jobs/senior-bi-engineer-tableau-software-bcp-f-m-d_croix?q=b05a07b77549f6ba30e4434cb68db4dc&o=1a79c321-d217-42a6-9176-1ca71faa0f0a,Salaire : Non spécifié,Decathlon Digital,"Application mobile, Logiciels, Cybersécurité, Sport, E-commerce, Grande distribution",https://cdn-images.welcometothejungle.com/c6x3vd7MdE-ZqfTX4zodKASEZy0OuIs9BGVEejCFpwI/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85MzQ4LzE2MzQ2NS80NWIzYjE3OC03ZjAxLTRlMmEtOTRiYi1kMjM4NjQxYmQxZmIucG5n,Croix,CDI,Télétravail fréquent,2024-05-12T23:42:11Z
Ingénieur Développement Senior (H/F),https://www.welcometothejungle.com/fr/companies/data-legal-drive/jobs/ingenieur-developpement-senior-h-f_neuilly-sur-seine?q=b05a07b77549f6ba30e4434cb68db4dc&o=eb393e60-81a4-480d-8399-1583087861be,Salaire : 55K à 70K €,Data Legal Drive,"IT / Digital, SaaS / Cloud Services, Service juridique",https://cdn-images.welcometothejungle.com/YgnFTf-1SJyWJJ2i2aghtJn1r0KF7yFe-HCfjBXwq08/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8zODc2LzE1NTc5Mi82ZjI2ZjFmNy1iNTc5LTRmOTEtODMzMi00NTJiZTc0ODc1ZmIuanBn,Neuilly-sur-Seine,CDI,Télétravail fréquent,2024-06-18T08:47:19Z
Senior Analytics Engineer,https://www.welcometothejungle.com/fr/companies/lenstra/jobs/senior-analytics-engineer_paris_LENST_4D5QdDp?q=b05a07b77549f6ba30e4434cb68db4dc&o=d7d9578a-7f4d-491b-90a3-913dc82f84b5,Salaire : Non spécifié,Lenstra,"Logiciels, Intelligence artificielle / Machine Learning, SaaS / Cloud Services",https://cdn-images.welcometothejungle.com/F782AilVlWZLCvu9DwJD-dMbjayOLliM12QnhncLF_U/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby81NTE2LzE2ODYzMS9kNzBhZDM0Yi1iOWM5LTRkOWItYjdlYS1kNDJiZTY5ZDlkMmIucG5n,Paris,CDI,Télétravail total,2024-06-17T09:51:49Z
Senior Machine Learning AI Engineer (F/H/X),https://www.welcometothejungle.com/fr/companies/iadvize/jobs/senior-machine-learning-ai-engineer-f-h-x_IADVI_99JjlK8?q=b05a07b77549f6ba30e4434cb68db4dc&o=63774424-3a38-4edf-9666-8268ea1db9dd,Salaire : Non spécifié,iAdvize,"IT / Digital, Économie collaborative, E-commerce",https://cdn-images.welcometothejungle.com/4aj79HDMSAdkWC4KmyV3qTF3RNFhc7lstab93zL2xN4/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8wMzU1LzE0OTY5NC9mNTZkYzYwYy03YmM1LTQ0NTctYTYwNy01ZmU3ZjVjN2E5YzAucG5n,"Paris, , Nantes",CDI,Télétravail fréquent,2024-06-24T14:03:50Z
Développeur - Python Senior / Architecte Machine Learning (H/F),https://www.welcometothejungle.com/fr/companies/sancare/jobs/developpeur-python-senior-architecte-machine-learning_paris?q=b05a07b77549f6ba30e4434cb68db4dc&o=ccedeaf6-fcd9-4fdf-bf65-d5cab0631671,Salaire : 50K à 70K €,Sancare,"Intelligence artificielle / Machine Learning, Big Data, Santé",https://cdn-images.welcometothejungle.com/nDJVL5ok2dW-f6M0q1se3G09eNksg5E730mITwgquNw/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85NzMzLzE1NDIzOC9mYjc1NjYzMC04MjFmLTRiMGUtYWE3MC03ODdmNjY5MDU2MjMucG5n,Paris,CDI,Télétravail fréquent,2024-07-01T15:40:52Z
Senior BI Engineer H/F,https://www.welcometothejungle.com/fr/companies/primelis/jobs/senior-data-engineer-h-f_levallois-perret?q=b05a07b77549f6ba30e4434cb68db4dc&o=a90daf16-ee5f-4f1f-a0c5-f093f5891ca3,Salaire : Non spécifié,Primelis,"IT / Digital, Marketing / Communication",https://cdn-images.welcometothejungle.com/L13uUdHYBPMTebnVjI6-vuVS3aoTbgpz495oAlwNmJA/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8wODM0LzE1ODMyMy9iMjE1OGIyNy1lY2ZmLTRkYTctYTdlNy1kYTE1ODgyMmRhMTcucG5n,Levallois-Perret,CDI,Télétravail occasionnel,2024-06-18T08:34:37Z
Senior Machine Learning Engineer - Demand & Assortment Planning (Supply Chain) (f/m/d) ,https://www.welcometothejungle.com/fr/companies/decathlon-digital/jobs/senior-machine-learning-engineer-demand-assortment-planning-supply-chain-f-m-d_paris?q=b05a07b77549f6ba30e4434cb68db4dc&o=12e430ba-98ca-4fa7-ba62-3da554eb0feb,Salaire : Non spécifié,Decathlon Digital,"Application mobile, Logiciels, Cybersécurité, Sport, E-commerce, Grande distribution",https://cdn-images.welcometothejungle.com/c6x3vd7MdE-ZqfTX4zodKASEZy0OuIs9BGVEejCFpwI/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85MzQ4LzE2MzQ2NS80NWIzYjE3OC03ZjAxLTRlMmEtOTRiYi1kMjM4NjQxYmQxZmIucG5n,Paris,CDI,Télétravail fréquent,2024-05-11T22:22:41Z
Senior DataOps  (x/f/m),https://www.welcometothejungle.com/fr/companies/doctolib/jobs/senior-dataops-x-f-m_paris?q=b05a07b77549f6ba30e4434cb68db4dc&o=bced9765-ba29-4446-8705-d920dc94a8d5,Salaire : Non spécifié,Doctolib,"Application mobile, Logiciels, SaaS / Cloud Services, Santé",https://cdn-images.welcometothejungle.com/rGI3kJ414-wKPfHF2PhyB4cYUqfu2SxNgZTB5eKngks/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8yNDQ1LzE0NDQ5Mi8yOTAzY2RiYi0zYjFlLTQzMWQtYTgyNS1jZGUyZDBkZTRiYjkucG5n,Paris,CDI,Télétravail occasionnel,2024-06-09T01:35:20Z
Senior Machine Learning Engineer - Demand & Assortment Planning (Supply Chain) (f/m/d) ,https://www.welcometothejungle.com/fr/companies/decathlon-digital/jobs/senior-machine-learning-engineer-demand-assortment-planning-supply-chain-f-m-d_croix_DD_Vw9J3Qp?q=b05a07b77549f6ba30e4434cb68db4dc&o=394dd4c6-c9e6-418e-a1d4-9481807fe6ca,Salaire : Non spécifié,Decathlon Digital,"Application mobile, Logiciels, Cybersécurité, Sport, E-commerce, Grande distribution",https://cdn-images.welcometothejungle.com/c6x3vd7MdE-ZqfTX4zodKASEZy0OuIs9BGVEejCFpwI/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85MzQ4LzE2MzQ2NS80NWIzYjE3OC03ZjAxLTRlMmEtOTRiYi1kMjM4NjQxYmQxZmIucG5n,Croix,CDI,Télétravail fréquent,2024-05-29T23:52:25Z
Consultant Senior Data Gouvernance Paris 2024  H/F,https://www.welcometothejungle.com/fr/companies/mazars-tech/jobs/consultant-senior-data-gouvernance-paris-2024-h-f_courbevoie_FMELT_3MZ8obe?q=b05a07b77549f6ba30e4434cb68db4dc&o=f2543ebf-641f-44a0-abfe-2716f964e507,Salaire : Non spécifié,Forvis Mazars et la Tech,IT / Digital,https://cdn-images.welcometothejungle.com/G-1vl_zkxHKErb1lUDHns9tpI1B4U3Mofppp8hihqo4/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8zNDMxLzE2MzUzNS8yZjMzYzAxMi04OWI3LTRmYjItYTFkMy0xZjdlMTBlM2U2ZGYuanBn,Courbevoie,CDI,Télétravail non autorisé,2024-06-05T00:29:53Z
Consultant Senior MLOps Engineer -  F/H/N,https://www.welcometothejungle.com/fr/companies/octo-technology/jobs/consultant-senior-mlops-engineer-f-h-n_paris_OT_N8NbLW?q=b05a07b77549f6ba30e4434cb68db4dc&o=0116ba82-6540-4a99-879a-d0f06a0b1077,Salaire : Non spécifié,OCTO Technology,"IT / Digital, Organisation / Management, Transformation",https://cdn-images.welcometothejungle.com/AKH-aTqJTh1J0zbuacrt6OmKTDcOQiW8RQpHMkOF-ho/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby83ODg2LzE0NTg4My80NmU5ZWZhNy01NDZhLTQ5YTAtODJlOC0wNDhkYzAwZjU5ODUucG5n,Paris,CDI,Télétravail non autorisé,2024-07-01T23:25:50Z
Senior Scala Software Engineer - Team Payment,https://www.welcometothejungle.com/fr/companies/swan/jobs/senior-software-engineer-team-payment_SWAN_4eZ821W?q=b05a07b77549f6ba30e4434cb68db4dc&o=9009c851-1335-4e53-9446-177cfb7f54f1,Salaire : Non spécifié,Swan,"Banque, IT / Digital, FinTech / InsurTech",https://cdn-images.welcometothejungle.com/qdeCyV12lCW98aGprpPqXJd5YXPlg8KRNqdjsKEuxTg/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby84MDU3LzE1OTIzOC81Mjc3YWQxOC04NzM3LTQ3NDAtYjY4MS0wZDQxNWRjMzg1MGIucG5n,"Paris, , Amsterdam, , Bordeaux",CDI,Télétravail fréquent,2024-07-04T08:15:41Z
Senior BI Engineer - Expert Tableau Sports & Products,https://www.welcometothejungle.com/fr/companies/decathlon-digital/jobs/senior-bi-engineer-sports-products_croix?q=b05a07b77549f6ba30e4434cb68db4dc&o=407b9c60-6e6a-4745-b04d-681451e0d2c0,Salaire : Non spécifié,Decathlon Digital,"Application mobile, Logiciels, Cybersécurité, Sport, E-commerce, Grande distribution",https://cdn-images.welcometothejungle.com/c6x3vd7MdE-ZqfTX4zodKASEZy0OuIs9BGVEejCFpwI/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85MzQ4LzE2MzQ2NS80NWIzYjE3OC03ZjAxLTRlMmEtOTRiYi1kMjM4NjQxYmQxZmIucG5n,Croix,CDI,Télétravail fréquent,2024-05-19T23:42:18Z
Software Back-end Engineer (Senior / Staff / Principal),https://www.welcometothejungle.com/fr/companies/greenly/jobs/software-engineer-senior-staff-principal_paris?q=10fade5be3923606d607eb9427c73ed0&o=7072d0fa-da74-4299-b16e-569ea21191d6,Salaire : 60K à 75K €,Greenly,SocialTech / GreenTech,https://cdn-images.welcometothejungle.com/W9v8fLKvL0IOOMU2M_5drhSItLGHa3ucCz_pyGqNTRY/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8wMjI3LzE2MTU5MS9mNGIzMTkyZS1jZDdmLTRjNGItYTA4OC1kMTkyZWJjODIyOTMuanBn,Paris,CDI,Télétravail total,2024-07-01T08:45:16Z
Consultant Senior Data Strategy Paris 2024 H/F,https://www.welcometothejungle.com/fr/companies/mazars-tech/jobs/consultant-senior-data-strategy-paris-2024-h-f_courbevoie?q=10fade5be3923606d607eb9427c73ed0&o=30384766-29eb-4f8a-8af5-70c426cb0550,Salaire : Non spécifié,Forvis Mazars et la Tech,IT / Digital,https://cdn-images.welcometothejungle.com/G-1vl_zkxHKErb1lUDHns9tpI1B4U3Mofppp8hihqo4/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8zNDMxLzE2MzUzNS8yZjMzYzAxMi04OWI3LTRmYjItYTFkMy0xZjdlMTBlM2U2ZGYuanBn,Courbevoie,CDI,Télétravail non autorisé,2024-05-14T00:56:48Z
Experte / Expert  Cloud senior.e -  Sophia-Antipolis,https://www.welcometothejungle.com/fr/companies/capgemini/jobs/experte-expert-cloud-senior-e-sophia-antipolis_sophia-antipolis_CAPGE_KNpYr0N?q=10fade5be3923606d607eb9427c73ed0&o=6dab602f-4507-4f5a-98cc-02cf9ed9b0bd,Salaire : Non spécifié,Capgemini,"IT / Digital, Organisation / Management, Stratégie, Transformation",https://cdn-images.welcometothejungle.com/Bl8YhKGqcMqUgZ_DoS0bnjS76wyFf0fMUOBuccQMbPc/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby81NTEwLzE0OTQzMy83NzAwYTA1NC1kMmUxLTRkZTYtYTE5NC05OTkxZmY3OTYxNzcuanBn,Sophia-Antipolis,CDI,Télétravail non autorisé,2024-07-03T08:20:42Z
Senior Software Engineer (Platform),https://www.welcometothejungle.com/fr/companies/dinmo/jobs/senior-software-engineer-platform_paris?q=10fade5be3923606d607eb9427c73ed0&o=3a42f822-85bf-464a-8a0b-86e28a1e658d,Salaire : Non spécifié,Dinmo,"Logiciels, SaaS / Cloud Services, AdTech  / MarTech",https://cdn-images.welcometothejungle.com/NJ5Sijy5eeFo1dcDq5VBYIS3tKa-OMI5Kimv8L5BX3Y/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby8xMzQ5LzE2NzQwNi83MmQ0OWUyMS05NzY5LTQxZmQtYjhjNC00Mjc2OTBlMTU0MDMucG5n,Paris,CDI,Télétravail fréquent,2024-05-29T14:35:42Z
Consultant.e Expert.e CVM - Sofrecom - Sénior à Manager,https://www.welcometothejungle.com/fr/companies/orange-1/jobs/consultant-e-expert-e-cvm-sofrecom-senior-a-manager_chatillon_ORANG_3j7Y3WX?q=10fade5be3923606d607eb9427c73ed0&o=fbecf077-2c58-4e54-8c42-47f4cb9e5bed,Salaire : Non spécifié,Orange,"IT / Digital, Electronique / Télécommunications",https://cdn-images.welcometothejungle.com/uB0lrTwjW19Qi5mFosWKlDDlDtzCnCOyz_5SHdqsirE/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby84NzQ2LzE1NzQyNC9kN2Y5MGQwYS1lOWZjLTRkMGUtOThhNC03MzRhZDlkNDI4ZjcucG5n,Châtillon,CDI,Télétravail fréquent,2024-05-17T16:37:39Z
Senior Manager Quality Engineer,https://www.welcometothejungle.com/fr/companies/publicis-sapient/jobs/senior-manager-quality-engineer_paris_PS_q8A8W2y?q=10fade5be3923606d607eb9427c73ed0&o=bcf749dd-6c2a-4281-8492-f58cfea5c2e8,Salaire : Non spécifié,Publicis Sapient,IT / Digital,https://cdn-images.welcometothejungle.com/X_SyrijRN_jWal88xuLoC5E1k79g27-SJYFvGKGS7DQ/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby83ODA2LzE2MzExMC81OGJkM2MxMC03MTljLTQ1NGQtOTFhZS0xN2VhODg1OTRjYTIucG5n,Paris,CDI,Télétravail non autorisé,2024-06-11T23:22:25Z
Data Science Consultant Intern,https://www.welcometothejungle.com/fr/companies/fifty-five/jobs/data-science-consultant-intern_paris?q=10fade5be3923606d607eb9427c73ed0&o=24a43c8d-47b3-4905-86fa-cc688576a9b1,Salaire : Non spécifié,fifty-five,Digital Marketing / Data Marketing,https://cdn-images.welcometothejungle.com/Oh26bfHu-5j05TEqjHVGeA8oq7AwduyvCVQxKKn1iY4/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby84NzU3LzE1MDA0Ny9jZmQxZDgwMS01NjJlLTRkNTItOGU3NS03MWVjMmZhY2E1M2MuanBn,Paris,Stage(6 mois),Télétravail fréquent,2024-06-25T08:09:42Z
Senior AI Expert - (M/F),https://www.welcometothejungle.com/fr/companies/axa/jobs/senior-ai-m-f_puteaux?q=10fade5be3923606d607eb9427c73ed0&o=8ce3c0c2-c357-4a3d-a6f0-10f55cc58f91,Salaire : Non spécifié,AXA,"Banque, Assurance, FinTech / InsurTech",https://cdn-images.welcometothejungle.com/SdenYpKmUq7ge3oLqz3UpSZL4xS-bsJwXJunmHh6xJ4/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby81OTQ0LzE0Nzk3Mi9jZGE4N2ZhYi1iYTNmLTRjNDgtOWI3ZS1mNjdlNzY5ZTMxZjcucG5n,Puteaux,CDI,Télétravail fréquent,2024-06-15T00:58:42Z
Life & Health Senior Actuary - (M/F),https://www.welcometothejungle.com/fr/companies/axa/jobs/life-health-senior-actuary-m-f_puteaux_AXA_GVqjzrq?q=10fade5be3923606d607eb9427c73ed0&o=a9b88260-0f73-4beb-8ee1-9dac9dedcb17,Salaire : Non spécifié,AXA,"Banque, Assurance, FinTech / InsurTech",https://cdn-images.welcometothejungle.com/SdenYpKmUq7ge3oLqz3UpSZL4xS-bsJwXJunmHh6xJ4/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby81OTQ0LzE0Nzk3Mi9jZGE4N2ZhYi1iYTNmLTRjNDgtOWI3ZS1mNjdlNzY5ZTMxZjcucG5n,Puteaux,CDI,Télétravail fréquent,2024-06-11T00:36:26Z
Senior DevOps Manager – Platform team (All Genders),https://www.welcometothejungle.com/fr/companies/dailymotion/jobs/senior-devops-manager-platform-team-all-genders_paris_DAILY_VpRJGJ?q=10fade5be3923606d607eb9427c73ed0&o=52200deb-6d71-468e-ad56-fb6bcdf167c3,Salaire : Non spécifié,Dailymotion,"Big Data, Média, Publicité",https://cdn-images.welcometothejungle.com/JkuTRQ3YqtO-yuNrxfpfARPo-fojAAnIAHVv6753Y_U/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby85MDA2LzE1NTAwNi85MmQ1MDBjMy1mYWE0LTRlMDQtYWU0MC0yOGRjYmM2MzNhNTAucG5n,Paris,CDI,Télétravail non autorisé,2024-06-29T00:56:17Z
Consultant Data Engineer à Lille - F/H/N,https://www.welcometothejungle.com/fr/companies/octo-technology/jobs/consultant-data-engineer-a-lille-f-h-n_lille?q=10fade5be3923606d607eb9427c73ed0&o=1eef9e26-57f6-4e0e-bc8a-6e8128d9f077,Salaire : Non spécifié,OCTO Technology,"IT / Digital, Organisation / Management, Transformation",https://cdn-images.welcometothejungle.com/AKH-aTqJTh1J0zbuacrt6OmKTDcOQiW8RQpHMkOF-ho/rs:auto:70::/q:85/czM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9vcmdhbml6YXRpb24vbG9nby83ODg2LzE0NTg4My80NmU5ZWZhNy01NDZhLTQ5YTAtODJlOC0wNDhkYzAwZjU5ODUucG5n,Lille,CDI,Télétravail non autorisé,2024-06-12T23:20:28Z
